Id,Nro Víctimas,Año,Mes,Día,Hora,Tipo de calle,Cruce,Lugar del hecho,Comuna,Pos x,Pos y,Participantes,Víctima,Acusado,Rol,Sexo,Edad
2017-0050,2,2017,Abril,Viernes,11,AUTOPISTA,NO,AU PERITO MORENO Y RAMAL ENLACE AU1/AU6,9,0,0,MOTO-CARGAS,MOTO,CARGAS,PASAJERO_ACOMPAÑANTE,MASCULINO,16
2017-0108,2,2017,Septiembre,Sábado,4,GRAL PAZ,SI,"PAZ, GRAL. AV. y MACHAIN",12,-58.49491054,-34.54795581,AUTO-OBJETO FIJO,AUTO,AUTO,PASAJERO_ACOMPAÑANTE,MASCULINO,17
2017-0108,2,2017,Septiembre,Sábado,4,GRAL PAZ,SI,"PAZ, GRAL. AV. y MACHAIN",12,-58.49491054,-34.54795581,AUTO-OBJETO FIJO,AUTO,AUTO,PASAJERO_ACOMPAÑANTE,MASCULINO,10
2017-0112,2,2017,Septiembre,Domingo,9,AUTOPISTA,NO,AUTOPISTA 25 DE MAYO y VARELA AV.,7,-58.45807401,-34.63997430,AUTO-OBJETO FIJO,AUTO,AUTO,PASAJERO_ACOMPAÑANTE,MASCULINO,1
2017-0112,2,2017,Septiembre,Domingo,9,AUTOPISTA,NO,AUTOPISTA 25 DE MAYO y VARELA AV.,7,-58.45807401,-34.63997430,AUTO-OBJETO FIJO,AUTO,AUTO,PASAJERO_ACOMPAÑANTE,MASCULINO,39
2017-0126,2,2017,Octubre,Sábado,6,AVENIDA,SI,RIESTRA AV. y CAÑADA DE GOMEZ,8,-58.48003734,-34.68148508,AUTO-OBJETO FIJO,AUTO,AUTO,PASAJERO_ACOMPAÑANTE,MASCULINO,39
2017-0126,2,2017,Octubre,Sábado,6,AVENIDA,SI,RIESTRA AV. y CAÑADA DE GOMEZ,8,-58.48003734,-34.68148508,AUTO-OBJETO FIJO,AUTO,AUTO,CONDUCTOR,MASCULINO,36
2017-0153,2,2017,Diciembre,Lunes,2,AVENIDA,SI,ROSARIO y LA PLATA AV.,6,-58.42855267,-34.61829385,MOTO-PASAJEROS,MOTO,PASAJEROS,PASAJERO_ACOMPAÑANTE,MASCULINO,39
2017-0153,2,2017,Diciembre,Lunes,2,AVENIDA,SI,ROSARIO y LA PLATA AV.,6,-58.42855267,-34.61829385,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,30
2018-0015,2,2018,Febrero,Martes,1,AVENIDA,NO,AUSTRALIA AV. 2800,4,-58.38636298,-34.64684275,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,28
2018-0015,2,2018,Febrero,Martes,1,AVENIDA,NO,AUSTRALIA AV. 2800,4,-58.38636298,-34.64684275,MOTO-PASAJEROS,MOTO,PASAJEROS,PASAJERO_ACOMPAÑANTE,MASCULINO,19
2018-0026,2,2018,Marzo,Viernes,4,AVENIDA,SI,"RABANAL, FRANCISCO, INTENDENTE AV. y SAENZ AV.",4,-58.41657793,-34.65476216,MOVIL-CARGAS,MOVIL,CARGAS,CONDUCTOR,MASCULINO,24
2018-0026,2,2018,Marzo,Viernes,4,AVENIDA,SI,"RABANAL, FRANCISCO, INTENDENTE AV. y SAENZ AV.",4,-58.41657793,-34.65476216,MOVIL-CARGAS,MOVIL,CARGAS,PASAJERO_ACOMPAÑANTE,MASCULINO,30
2018-0038,2,2018,Abril,Viernes,17,AVENIDA,NO,RIVADAVIA AV. 1571,1,-58.38872177,-34.60885045,PEATON-AUTO,PEATON,AUTO,PEATON,FEMENINO,59
2018-0038,2,2018,Abril,Viernes,17,AVENIDA,NO,RIVADAVIA AV. 1571,1,-58.38872177,-34.60885045,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,61
2018-0085,2,2018,Agosto,Viernes,18,AVENIDA,SI,"ENTRE RIOS AV. y GARAY, JUAN DE AV.",3,-58.39118948,-34.62704273,MOTO-PASAJEROS,MOTO,PASAJEROS,PASAJERO_ACOMPAÑANTE,FEMENINO,22
2018-0085,2,2018,Agosto,Viernes,18,AVENIDA,SI,"ENTRE RIOS AV. y GARAY, JUAN DE AV.",3,-58.39118948,-34.62704273,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,30
2018-0098,2,2018,Septiembre,Domingo,5,GRAL PAZ,SI,"PAZ, GRAL. AV. y BERON DE ASTRADA",8,-58.47199387,-34.69640164,AUTO-AUTO,AUTO,AUTO,CONDUCTOR,MASCULINO,55
2018-0098,2,2018,Septiembre,Domingo,5,GRAL PAZ,SI,"PAZ, GRAL. AV. y BERON DE ASTRADA",8,-58.47199387,-34.69640164,AUTO-AUTO,AUTO,AUTO,PASAJERO_ACOMPAÑANTE,MASCULINO,54
2018-0128,2,2018,Noviembre,Domingo,4,GRAL PAZ,NO,"PAZ, GRAL. AV. 11200",9,-58.52844623,-34.64592873,AUTO-PASAJEROS,AUTO,PASAJEROS,PASAJERO_ACOMPAÑANTE,MASCULINO,49
2018-0128,2,2018,Noviembre,Domingo,4,GRAL PAZ,NO,"PAZ, GRAL. AV. 11200",9,-58.52844623,-34.64592873,AUTO-PASAJEROS,AUTO,PASAJEROS,PASAJERO_ACOMPAÑANTE,FEMENINO,39
2019-0010,2,2019,Febrero,Sábado,7,AVENIDA,NO,DEL LIBERTADOR AV. 4100,14,-58.42668489,-34.56961468,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,39
2019-0010,2,2019,Febrero,Sábado,7,AVENIDA,NO,DEL LIBERTADOR AV. 4100,14,-58.42668489,-34.56961468,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,59
2020-0038,2,2020,Agosto,Domingo,4,AVENIDA,SI,"LAS HERAS GENERAL AV. y DIAZ, CNEL. AV.",14,-58.40617526,-34.58345898,AUTO-AUTO,AUTO,AUTO,CONDUCTOR,MASCULINO,46
2020-0038,2,2020,Agosto,Domingo,4,AVENIDA,SI,"LAS HERAS GENERAL AV. y DIAZ, CNEL. AV.",14,-58.40617526,-34.58345898,AUTO-AUTO,AUTO,AUTO,CONDUCTOR,MASCULINO,64
2020-0063,2,2020,Diciembre,Sábado,7,CALLE,SI,NUEVA YORK y ALTA GRACIA,11,-58.52783814,-34.61047001,PEATON_MOTO-MOTO,PEATON,MOTO,PEATON,MASCULINO,38
2020-0063,2,2020,Diciembre,Sábado,7,CALLE,SI,NUEVA YORK y ALTA GRACIA,11,-58.52783814,-34.61047001,PEATON_MOTO-MOTO,PEATON,MOTO,PASAJERO_ACOMPAÑANTE,MASCULINO,21
2020-0077,2,2020,Diciembre,Viernes,6,AVENIDA,SI,SAN MARTIN AV. y PUNTA ARENAS,15,-58.47220945,-34.60111373,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,FEMENINO,30
2020-0077,2,2020,Diciembre,Viernes,6,AVENIDA,SI,SAN MARTIN AV. y PUNTA ARENAS,15,-58.47220945,-34.60111373,MOTO-AUTO,MOTO,AUTO,PASAJERO_ACOMPAÑANTE,FEMENINO,24
